Suburb,Rooms,Type,Price,Method,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Rosanna,3,t,800000,VB,Purplebricks,11.4,,,,,,Banyule City Council,Eastern Metropolitan,3540
Seddon,2,h,842000,S,Sweeney,6.6,,,,,,Maribyrnong City Council,Western Metropolitan,2417
Seddon,2,h,665000,PI,Village,6.6,2,1,0,269,80,Maribyrnong City Council,Western Metropolitan,2417
Seddon,3,h,950000,S,Village,6.6,3,1,0,220,,Maribyrnong City Council,Western Metropolitan,2417
Seddon,2,u,495000,S,Jas,6.6,,,,,,Maribyrnong City Council,Western Metropolitan,2417
Seddon,2,h,1085000,S,Village,6.6,2,1,2,249,,Maribyrnong City Council,Western Metropolitan,2417
Seddon,3,h,847000,S,Jas,6.6,3,1,1,205,,Maribyrnong City Council,Western Metropolitan,2417
Seddon,2,h,785000,S,hockingstuart,6.6,2,1,1,116,,Maribyrnong City Council,Western Metropolitan,2417
South Melbourne,3,h,2240000,S,Greg,2.1,3,2,1,197,168,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,2050000,PI,Marshall,2.1,3,2,1,230,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,1,u,460000,S,hockingstuart,2.1,1,1,1,0,42,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,,S,Greg,2.1,3,3,3,121,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,u,650000,VB,hockingstuart,2.1,2,1,0,438,2,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,t,1100000,S,Marshall,2.1,2,1,1,327,75,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,,SP,Cayzer,2.1,3,2,1,121,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,1820000,S,WHITEFOX,2.1,3,1,1,204,105,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,1,u,580000,S,Kay,2.1,,,,,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,,SP,Marshall,2.1,3,1,1,226,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,1780000,S,Buxton,2.1,3,2,2,202,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,,SP,Cayzer,2.1,3,2,0,104,125,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,h,1024000,S,Williams,2.1,2,1,0,102,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,u,680000,VB,Greg,2.1,3,2,2,0,110.87,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,1732000,S,Buxton,2.1,,,,,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,h,1150000,PI,Greg,2.1,2,1,1,91,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,u,710000,VB,Greg,2.1,3,2,2,0,150,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,h,,SP,Cayzer,2.1,2,2,0,106,112,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,u,1150000,VB,Marshall,2.1,,,,,,Port Phillip City Council,Southern Metropolitan,5943
South Yarra,3,u,1320000,S,RT,3.3,3,2,2,15,15,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,537000,S,hockingstuart,3.3,1,1,1,0,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,800000,VB,Beller,3.3,2,2,2,0,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,,S,Jellis,3.3,2,1,1,0,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,h,,SP,Biggin,3.3,3,2,1,433,121,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,410000,S,hockingstuart,3.3,1,1,0,0,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,499000,S,hockingstuart,3.3,2,1,1,0,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,4,h,,S,Williams,3.3,4,2,2,338,182,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,h,,S,Kay,3.3,3,1,1,245,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,h,1214000,S,hockingstuart,3.3,2,1,0,161,82,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,t,,SN,Kay,3.3,,,,,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,485000,PI,Biggin,3.3,2,1,0,5467,73,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,,VB,Cayzer,3.3,1,1,1,1466,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,u,920000,S,Williams,3.3,3,1,1,0,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,h,,SP,Kay,3.3,2,1,4,350,131,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,615000,S,hockingstuart,3.3,2,1,1,0,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,h,,PI,Marshall,3.3,3,2,1,278,162.52,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,642000,S,Kay,3.3,2,1,1,595,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,,PI,Williams,3.3,1,1,1,3434,52,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,440000,S,hockingstuart,3.3,,,,,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,t,3475000,S,Marshall,3.3,3,3,1,296,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,h,1710000,PI,Jellis,3.3,2,2,0,208,145,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,,PI,Williams,3.3,2,1,1,0,59,Melbourne City Council,Southern Metropolitan,14887
South Yarra,4,h,,PI,Kay,3.3,4,3,2,539,249,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,851000,S,Biggin,3.3,2,1,1,284,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,t,2030000,S,Kay,3.3,3,2,2,201,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,t,1040000,PI,RT,3.3,,,,,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,h,1405000,S,Beller,3.3,2,1,0,219,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,850000,S,hockingstuart,3.3,2,2,2,17200,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,792500,S,Jellis,3.3,2,1,1,0,106,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,t,880000,PI,Kay,3.3,2,2,2,,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,390500,SP,hockingstuart,3.3,1,1,0,775,46,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,,S,Jellis,3.3,2,1,1,0,71,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,u,2050000,S,Kay,3.3,3,2,2,3197,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,2,u,595000,S,Kay,3.3,2,1,2,0,,Melbourne City Council,Southern Metropolitan,14887
St Kilda,1,u,346000,SP,Buxton,6.1,1,1,1,678,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,u,786000,S,McGrath,6.1,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,520000,S,hockingstuart,6.1,1,1,1,2422,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,320000,VB,hockingstuart,6.1,1,1,1,1036,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,610500,SP,Buxton,6.1,2,2,1,2920,84,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,350000,VB,hockingstuart,6.1,1,1,1,1236,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,h,1120000,S,hockingstuart,6.1,2,1,0,135,74,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,h,,SN,McGrath,6.1,3,2,1,314,156,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,h,1450000,VB,hockingstuart,6.1,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,h,1050000,S,Marshall,6.1,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,,SP,Smart,6.1,1,1,1,0,51,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,t,1077000,S,Marshall,6.1,2,1,1,455,98,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,h,1301000,S,Wilson,6.1,2,1,1,165,97,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,,SN,McGrath,6.1,2,1,2,80,70,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,h,1440000,S,Marshall,6.1,2,1,2,194,112,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,410000,VB,Hodges,6.1,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,h,,S,Marshall,6.1,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,680000,S,Buxton,6.1,2,1,0,0,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,h,1361000,S,Buxton,6.1,3,1,0,246,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,u,1000000,SP,McGrath,6.1,3,1,0,0,115,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,480000,S,Buxton,6.1,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,,PN,hockingstuart,6.1,1,1,0,0,68,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,500000,PI,RT,6.1,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,4,h,,PN,White,6.1,4,3,0,220,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,902000,S,McGrath,6.1,2,1,1,18,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,u,1190000,S,Gary,6.1,3,1,1,460,140,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,h,920000,S,hockingstuart,6.1,2,1,0,190,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,,SP,Buxton,6.1,2,1,1,0,75,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,482000,S,McGrath,6.1,2,1,1,0,54,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,4,h,2260000,S,McGrath,6.1,4,2,1,297,,Port Phillip City Council,Southern Metropolitan,13240
Strathmore,4,h,810000,PI,Nelson,9.7,4,1,1,543,137,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,,S,Nelson,9.7,3,3,2,270,214,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,750000,VB,Brad,9.7,,,,,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,1021000,S,Considine,9.7,3,2,2,371,183,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,t,925000,S,Frank,9.7,3,3,1,555,293,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,5,h,910000,SP,Brad,9.7,5,2,2,533,204,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,4,h,1225000,S,Considine,9.7,,,,,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,,S,Brad,9.7,3,2,2,697,141,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,900000,VB,Nelson,9.7,3,1,2,531,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,4,h,,S,Brad,9.7,,,,,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,1350000,S,Nelson,9.7,,,,,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,995000,SP,Jellis,9.7,3,2,3,653,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,860000,PI,McDonald,9.7,,,,,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,5,h,1150000,SP,Brad,9.7,5,2,2,702,,Moonee Valley City Council,Western Metropolitan,3284
Strathmore,3,h,,SP,Nelson,9.7,,,,,,Moonee Valley City Council,Western Metropolitan,3284
Sunshine,3,h,940000,S,Douglas,12.6,3,2,2,572,190,Brimbank City Council,Western Metropolitan,3755
Sunshine,4,h,726000,S,YPA,12.6,4,2,0,567,95,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,950000,S,Douglas,12.6,3,1,1,725,,Brimbank City Council,Western Metropolitan,3755
Sunshine,4,h,760000,S,Douglas,12.6,4,1,5,650,,Brimbank City Council,Western Metropolitan,3755
Sunshine,4,h,990000,S,FN,12.6,4,1,6,654,189,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,651500,S,Barry,12.6,3,1,1,555,,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,600000,S,Barry,12.6,,,,,,Brimbank City Council,Western Metropolitan,3755
Sunshine,4,h,891000,S,hockingstuart,12.6,,,,,,Brimbank City Council,Western Metropolitan,3755
Sunshine,2,h,596000,S,Douglas,12.6,,,,,,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,,SN,Barry,12.6,3,1,4,553,,Brimbank City Council,Western Metropolitan,3755
Sunshine,4,h,970000,S,Douglas,12.6,4,1,4,615,,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,841000,S,Douglas,12.6,3,1,2,557,,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,710000,S,Village,12.6,3,1,0,483,93.84,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,840000,PI,FN,12.6,3,1,1,462,108,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,660000,S,Douglas,12.6,3,2,2,660,,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,692000,S,FN,12.6,3,1,1,485,,Brimbank City Council,Western Metropolitan,3755
Sunshine North,3,h,830000,S,Douglas,13.3,3,1,2,608,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,h,600000,S,Douglas,13.3,3,1,2,465,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,h,660000,PI,Bells,13.3,,,,,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,4,h,630000,S,Barry,13.3,,,,,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,h,,PI,Village,13.3,3,3,2,306,142,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,h,718000,S,Douglas,13.3,3,1,2,551,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,u,412500,SP,Jas,13.3,,,,,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,2,t,,W,YPA,13.3,,,,,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,t,,PI,Barry,13.3,3,2,1,346,168,Brimbank City Council,Western Metropolitan,4217
Sunshine North,4,h,775000,S,Douglas,13.3,4,1,2,665,147,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,h,571000,S,GL,13.3,,,,,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,h,490000,PI,Douglas,13.3,3,1,1,546,145,Brimbank City Council,Western Metropolitan,4217
Sunshine West,3,h,716000,S,Barry,13.5,3,1,1,534,120,Brimbank City Council,Western Metropolitan,6763
Sunshine West,4,h,,PN,HAR,13.5,4,1,1,700,136,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,660000,S,Barry,13.5,,,,,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,511000,S,Barry,13.5,3,2,2,519,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,4,h,515000,SP,Brad,13.5,4,2,2,332,159,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,530000,S,Barry,13.5,3,1,1,573,119,Brimbank City Council,Western Metropolitan,6763
Sunshine West,4,h,685000,S,Bells,13.5,4,2,2,572,184,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,475000,S,Douglas,13.5,,,,,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,1,u,,W,RW,13.5,1,1,1,943,52,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,,SN,Barry,13.5,3,1,2,699,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,700000,PI,Douglas,13.5,3,1,2,701,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,t,521000,S,Bells,13.5,3,3,2,134,124.45,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,571000,S,GL,13.5,3,1,1,757,100,Brimbank City Council,Western Metropolitan,6763
Sunshine West,2,u,270000,S,S&L,13.5,,,,,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,710000,SP,S&L,13.5,3,1,4,990,,Brimbank City Council,Western Metropolitan,6763
Surrey Hills,2,u,682000,S,Ham,11.2,2,1,2,119,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,3,h,1100000,VB,Jellis,11.2,,,,,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,,S,Marshall,11.2,4,2,2,981,185,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,2,u,825000,S,Fletchers,11.2,2,1,2,180,85,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,3,h,1525000,S,Fletchers,11.2,3,2,2,347,195,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,2,u,,PI,Fletchers,11.2,2,1,2,234,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,2,h,1260000,SP,Jellis,11.2,2,1,0,269,124,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,,SN,Bekdon,11.2,4,2,2,667,313,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,5,h,,S,Woodards,11.2,5,3,4,585,232,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,2360000,S,Marshall,11.2,4,2,2,764,265,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,2,h,1250000,SP,Fletchers,11.2,2,2,1,323,96,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,1490000,S,Noel,11.2,4,1,4,605,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,3,h,,SN,Woodards,11.2,3,1,2,781,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,,S,Jellis,11.2,4,3,3,864,301.08,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,3,h,1100000,PI,Ray,11.2,,,,,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,1600000,PI,Marshall,11.2,4,1,2,600,186,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,,SN,Kay,11.2,4,2,2,1015,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,3,h,1652000,S,Kay,11.2,3,2,2,368,150,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,2,u,925000,VB,Noel,11.2,,,,,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,,S,Marshall,11.2,4,2,2,1050,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,,SN,Woodards,11.2,4,2,4,1000,232,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,3,h,,SN,Woodards,11.2,3,1,2,560,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,2370000,PI,Jellis,11.2,4,3,2,773,300,Boroondara City Council,Southern Metropolitan,5457
Templestowe Lower,3,t,940000,PI,Jellis,13.8,3,2,3,281,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,h,1503500,S,Noel,13.8,3,1,1,907,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,t,950000,VB,hockingstuart,13.8,3,2,2,306,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,h,1370000,S,Barry,13.8,3,1,2,743,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,4,h,1181000,SP,Parkes,13.8,4,2,2,805,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,h,1385000,S,Barry,13.8,3,1,2,745,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,h,1230000,S,Ray,13.8,,,,,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,h,1340000,S,Biggin,13.8,,,,,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,h,,S,Jellis,13.8,,,,,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,h,1180000,S,Philip,13.8,3,1,3,655,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,4,h,1647000,S,Barry,13.8,,,,,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,4,h,,S,Barry,13.8,4,2,2,839,200,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,4,h,1550000,S,Ray,13.8,,,,,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,4,h,1302000,S,Ray,13.8,4,2,2,650,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,5,h,1775000,S,Jellis,13.8,5,4,2,501,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,4,h,1611000,S,Barry,13.8,,,,,,Manningham City Council,Eastern Metropolitan,5420
Templestowe Lower,3,t,975000,PI,Jellis,13.8,,,,,,Manningham City Council,Eastern Metropolitan,5420
Thornbury,3,u,750000,SP,McGrath,6.5,,,,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,765000,SP,Nelson,6.5,,,,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1750000,S,McGrath,6.5,3,1,3,712,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1345000,S,Love,6.5,3,2,4,584,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1080000,S,Miles,6.5,3,1,1,408,,Darebin City Council,Northern Metropolitan,8870
Thornbury,5,h,,S,Nelson,6.5,5,2,2,330,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1195000,S,Love,6.5,3,1,2,463,131,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,u,716000,S,Love,6.5,2,1,1,0,87,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,,SN,Miles,6.5,3,1,1,520,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,t,865000,S,buyMyplace,6.5,3,2,2,194,,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,u,462000,S,Nelson,6.5,2,1,1,0,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1100000,PI,Woodards,6.5,3,2,1,359,,Darebin City Council,Northern Metropolitan,8870
Thornbury,4,h,1635000,S,Jellis,6.5,4,2,2,464,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,t,998000,SP,Jellis,6.5,3,2,1,0,166,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,u,600000,S,Love,6.5,2,1,1,0,59,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1346000,S,Nelson,6.5,3,2,2,349,130,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1130000,S,Jellis,6.5,3,1,1,381,,Darebin City Council,Northern Metropolitan,8870
Thornbury,4,h,,S,Jellis,6.5,4,2,0,432,109,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1275000,PI,Jellis,6.5,3,1,2,517,115,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1200000,S,Woodards,6.5,3,1,1,447,,Darebin City Council,Northern Metropolitan,8870
